review_id,product_id,brand,star_rating,sentiment,review_text,review_date,wheels_score,handle_score,zipper_score,material_score,size_score,durability_score
REV000990,PROD0011,Safari,5,positive,Amazing build quality for this price range. Value for money!,2024-05-16,4.7,3.6,2.8,2.6,2.7,3.0
REV000991,PROD0011,Safari,4,positive,The spacious is excellent! Very happy with this purchase.,2024-04-07,4.2,3.9,3.7,3.0,3.8,3.5
REV000992,PROD0011,Safari,3,neutral,Decent product overall. limited colors is okay.,2026-02-23,3.9,3.4,3.8,2.8,2.8,3.2
REV000993,PROD0011,Safari,4,positive,"Great spacious, exactly what I needed for my travels.",2024-11-08,3.8,3.8,3.9,3.8,3.6,2.5
REV000994,PROD0011,Safari,4,positive,The wheels is excellent! Very happy with this purchase.,2024-04-03,4.1,2.9,3.1,3.4,3.5,3.2
REV000995,PROD0011,Safari,1,negative,Regret buying this. zipper quality is very bad.,2025-05-28,4.5,3.2,3.4,3.4,3.3,2.9
REV000996,PROD0011,Safari,5,positive,Amazing durable material for this price range. Value for money!,2025-01-26,3.9,3.1,2.8,3.9,3.5,3.0
REV000997,PROD0011,Safari,4,positive,Best luggage for the price! durable material is outstanding.,2024-11-21,4.1,2.9,2.9,3.3,3.8,3.7
REV000998,PROD0011,Safari,5,positive,spacious is top notch. Will buy again.,2025-07-07,4.1,3.2,3.1,3.9,2.9,3.6
REV000999,PROD0011,Safari,4,positive,durable material is top notch. Will buy again.,2025-05-20,3.8,3.8,3.3,3.7,2.7,4.0
REV001000,PROD0011,Safari,1,negative,Very disappointed with the limited colors. Broke after first use.,2024-07-20,4.9,2.5,3.1,3.7,3.0,3.0
REV001001,PROD0011,Safari,3,neutral,Decent product overall. limited colors is okay.,2026-01-26,4.3,3.0,2.8,2.7,3.3,3.8
REV001002,PROD0011,Safari,4,positive,spacious is top notch. Will buy again.,2025-03-14,3.8,3.6,3.9,2.6,2.5,3.9
REV001003,PROD0011,Safari,5,positive,"Great build quality, exactly what I needed for my travels.",2024-11-20,3.9,2.5,3.4,3.5,2.6,3.6
REV001004,PROD0011,Safari,3,neutral,Not great not terrible. limited colors meets basic needs.,2025-03-10,3.7,3.6,2.9,2.6,2.6,3.6
REV001005,PROD0011,Safari,3,neutral,Decent product overall. zipper quality is okay.,2025-01-30,4.6,3.3,3.9,2.6,3.4,3.1
REV001006,PROD0011,Safari,3,neutral,Not great not terrible. weight meets basic needs.,2025-05-16,4.3,2.5,2.9,2.8,2.9,3.5
REV001007,PROD0012,Safari,5,positive,wheels is top notch. Will buy again.,2025-12-26,4.3,3.2,3.9,3.3,2.9,2.5
REV001008,PROD0012,Safari,5,positive,"Used it for 3 trips, build quality still perfect.",2025-03-15,3.8,4.0,3.1,2.8,3.1,3.3
REV001009,PROD0012,Safari,2,negative,The limited colors is terrible. Do not buy!,2025-11-04,3.6,2.8,3.8,3.2,2.9,2.7
REV001010,PROD0012,Safari,2,negative,Quality has gone down. limited colors is not as advertised.,2024-10-12,4.6,2.6,3.2,3.1,3.6,3.8
REV001011,PROD0012,Safari,5,positive,The spacious works perfectly. Highly recommended!,2026-03-26,4.6,3.7,3.3,3.0,3.5,3.0
REV001012,PROD0012,Safari,1,negative,The weight is terrible. Do not buy!,2025-12-14,4.1,3.6,2.7,3.6,2.7,3.2
REV001013,PROD0012,Safari,3,neutral,Not great not terrible. weight meets basic needs.,2026-02-20,3.8,3.7,3.2,3.6,3.3,3.1
REV001014,PROD0012,Safari,5,positive,"Ordered for Goa trip, spacious exceeded expectations.",2025-06-03,4.0,3.8,3.3,2.7,2.9,3.5
REV001015,PROD0012,Safari,3,neutral,Okay product for the price. limited colors is standard.,2025-03-16,3.9,3.2,3.9,3.9,3.6,3.8
REV001016,PROD0012,Safari,5,positive,spacious is top notch. Will buy again.,2026-03-21,3.8,3.2,4.0,2.5,3.6,2.8
REV001017,PROD0012,Safari,5,positive,The build quality is excellent! Very happy with this purchase.,2025-04-27,4.4,3.4,2.6,3.5,3.8,3.0
REV001018,PROD0012,Safari,4,positive,spacious is top notch. Will buy again.,2025-06-23,4.4,3.0,3.4,3.1,2.9,3.3
REV001019,PROD0012,Safari,1,negative,The zipper quality is terrible. Do not buy!,2024-08-02,4.6,2.9,2.9,2.7,3.7,3.4
REV001020,PROD0012,Safari,3,neutral,Okay product for the price. limited colors is standard.,2025-04-27,4.4,3.9,3.6,3.4,3.9,2.8
REV001021,PROD0012,Safari,4,positive,Best luggage for the price! build quality is outstanding.,2025-08-22,3.7,2.7,3.8,3.0,3.8,2.6
REV001022,PROD0012,Safari,2,negative,limited colors broke during my very first trip. Very upset.,2025-01-20,4.0,3.3,2.7,3.3,3.1,3.1
REV001023,PROD0012,Safari,5,positive,"Ordered for Goa trip, spacious exceeded expectations.",2024-10-13,3.6,3.4,2.8,2.7,3.5,2.9
REV001024,PROD0012,Safari,5,positive,"Used it for 3 trips, durable material still perfect.",2024-09-04,4.5,2.9,2.7,3.8,3.5,2.8
REV001025,PROD0012,Safari,3,neutral,Good for occasional use. limited colors is acceptable.,2024-12-09,4.6,2.8,3.3,4.0,3.9,3.1
REV001026,PROD0012,Safari,4,positive,Amazing durable material for this price range. Value for money!,2025-09-12,4.3,2.5,3.0,2.6,3.1,2.9
REV001027,PROD0012,Safari,3,neutral,Decent product overall. weight is okay.,2024-07-18,4.5,3.5,3.1,4.0,3.6,2.9
REV001028,PROD0012,Safari,4,positive,"Used it for 3 trips, durable material still perfect.",2024-12-04,3.8,3.6,3.5,3.3,2.7,3.1
REV001029,PROD0012,Safari,1,negative,Poor quality limited colors. Expected better for this price.,2024-04-08,4.8,2.7,3.1,3.8,2.6,3.5
REV001030,PROD0012,Safari,4,positive,The spacious works perfectly. Highly recommended!,2024-09-20,4.5,3.6,3.0,3.5,3.8,3.8
REV001031,PROD0012,Safari,5,positive,build quality is top notch. Will buy again.,2024-10-19,4.1,3.5,2.6,2.8,3.6,2.7
REV001032,PROD0012,Safari,4,positive,Superb build quality! My family loved it.,2025-01-01,4.4,3.5,3.1,3.5,3.8,3.9
REV001033,PROD0012,Safari,5,positive,"Used it for 3 trips, spacious still perfect.",2025-12-01,4.4,3.5,3.3,3.2,2.7,2.6
REV001034,PROD0012,Safari,1,negative,Very disappointed with the limited colors. Broke after first use.,2025-05-10,4.7,3.7,2.8,3.1,2.6,3.6
REV001035,PROD0012,Safari,4,positive,The spacious is excellent! Very happy with this purchase.,2025-11-16,4.1,2.9,2.9,3.3,3.1,3.8
REV001036,PROD0012,Safari,4,positive,Superb spacious! My family loved it.,2025-10-01,4.5,2.9,3.2,3.4,3.0,3.5
REV001037,PROD0012,Safari,4,positive,"Great durable material, exactly what I needed for my travels.",2026-02-22,4.3,2.8,3.6,3.0,3.7,3.7
REV001038,PROD0012,Safari,5,positive,Superb wheels! My family loved it.,2025-12-29,3.8,2.9,3.9,3.3,3.4,3.2
REV001039,PROD0012,Safari,5,positive,Best luggage for the price! durable material is outstanding.,2025-03-15,4.9,3.0,2.7,3.0,3.9,2.7
REV001040,PROD0012,Safari,5,positive,"Great build quality, exactly what I needed for my travels.",2024-06-06,4.9,3.0,3.2,2.8,2.5,3.7
REV001041,PROD0012,Safari,5,positive,The durable material works perfectly. Highly recommended!,2025-02-16,3.9,3.1,3.0,3.5,3.0,4.0
REV001042,PROD0012,Safari,3,neutral,Not great not terrible. zipper quality meets basic needs.,2024-10-28,4.1,2.9,3.4,3.4,2.7,2.7
REV001043,PROD0012,Safari,4,positive,"Great wheels, exactly what I needed for my travels.",2024-08-27,4.5,3.7,2.6,2.6,3.7,2.7
REV001044,PROD0012,Safari,5,positive,The durable material is excellent! Very happy with this purchase.,2025-10-13,4.5,2.8,2.8,3.0,2.8,3.8
REV001045,PROD0012,Safari,4,positive,The spacious is excellent! Very happy with this purchase.,2025-10-25,4.2,3.0,3.2,3.5,3.5,3.9
REV001046,PROD0012,Safari,2,negative,The zipper quality is terrible. Do not buy!,2024-04-07,4.1,3.0,3.9,3.1,3.0,2.9
REV001047,PROD0012,Safari,2,negative,Not worth it at all. weight quality is disappointing.,2024-07-28,3.6,3.2,3.6,3.4,2.8,3.4
REV001048,PROD0012,Safari,3,neutral,Good for occasional use. weight is acceptable.,2025-03-19,4.3,2.5,3.4,3.1,2.6,2.8
REV001049,PROD0012,Safari,4,positive,spacious is top notch. Will buy again.,2025-08-27,3.6,3.1,2.8,2.7,3.0,3.5
REV001050,PROD0012,Safari,5,positive,"Great wheels, exactly what I needed for my travels.",2025-01-24,4.1,3.3,2.7,3.7,3.0,3.6
REV001051,PROD0012,Safari,2,negative,Returned the product. zipper quality was defective.,2026-03-19,3.7,3.3,3.5,2.5,3.5,3.5
REV001052,PROD0012,Safari,4,positive,Superb durable material! My family loved it.,2025-05-25,4.6,2.7,3.7,3.9,3.3,3.7
REV001053,PROD0012,Safari,2,negative,Customer service is bad and zipper quality quality is poor.,2025-12-07,4.3,3.1,3.5,2.7,3.0,3.9
REV001054,PROD0012,Safari,1,negative,limited colors broke during my very first trip. Very upset.,2024-10-20,4.2,3.2,2.6,3.8,3.2,2.6
REV001055,PROD0012,Safari,2,negative,Returned the product. weight was defective.,2025-07-16,4.5,3.7,2.5,2.9,2.9,3.1
REV001056,PROD0012,Safari,5,positive,Best luggage for the price! build quality is outstanding.,2024-06-18,3.7,3.6,3.3,3.1,2.8,3.3
REV001057,PROD0012,Safari,4,positive,durable material is top notch. Will buy again.,2024-06-21,4.8,3.0,3.2,3.4,3.9,3.9
REV001058,PROD0012,Safari,3,neutral,Not great not terrible. limited colors meets basic needs.,2024-10-11,3.6,3.0,2.6,3.4,3.6,3.7
REV001059,PROD0012,Safari,4,positive,spacious is top notch. Will buy again.,2025-04-20,4.1,2.8,3.6,3.6,3.6,2.6
REV001060,PROD0012,Safari,3,neutral,Okay product for the price. zipper quality is standard.,2025-12-02,3.9,3.0,3.3,3.8,2.9,3.7
REV001061,PROD0012,Safari,5,positive,Superb durable material! My family loved it.,2025-08-23,4.6,3.7,2.9,3.5,3.4,3.9
REV001062,PROD0012,Safari,2,negative,weight stopped working within a month. Waste of money.,2026-03-26,3.5,3.1,2.7,2.9,3.4,4.0
REV001063,PROD0012,Safari,4,positive,Amazing build quality for this price range. Value for money!,2025-08-13,3.8,3.4,3.6,3.4,3.2,3.1
REV001064,PROD0012,Safari,2,negative,Very disappointed with the limited colors. Broke after first use.,2024-11-29,4.0,3.0,3.7,2.7,3.8,3.2
REV001065,PROD0012,Safari,1,negative,Regret buying this. weight is very bad.,2024-05-11,4.1,3.5,3.4,2.6,3.2,4.0
REV001066,PROD0012,Safari,5,positive,Amazing spacious for this price range. Value for money!,2025-05-24,4.2,3.2,2.7,3.4,3.4,3.3
REV001067,PROD0012,Safari,4,positive,The durable material works perfectly. Highly recommended!,2025-06-14,4.1,3.3,3.1,3.9,2.7,3.1
REV001068,PROD0012,Safari,4,positive,"Great spacious, exactly what I needed for my travels.",2024-08-24,4.8,3.7,4.0,4.0,3.3,3.0
REV001069,PROD0012,Safari,5,positive,Really impressed with the spacious. Worth every rupee.,2025-05-08,4.5,3.5,3.4,3.5,3.3,3.3
REV001070,PROD0012,Safari,5,positive,Superb durable material! My family loved it.,2024-11-10,4.7,3.2,3.9,2.8,2.9,3.3
REV001071,PROD0012,Safari,5,positive,Really impressed with the wheels. Worth every rupee.,2024-05-29,4.1,3.5,4.0,3.1,3.5,3.4
REV001072,PROD0012,Safari,4,positive,The durable material is excellent! Very happy with this purchase.,2024-07-26,4.0,2.9,3.4,3.2,2.6,3.1
REV001073,PROD0012,Safari,2,negative,limited colors stopped working within a month. Waste of money.,2024-09-12,4.8,2.7,3.1,3.8,2.8,3.9
REV001074,PROD0012,Safari,3,neutral,Good for occasional use. zipper quality is acceptable.,2025-05-05,3.6,2.5,3.4,3.2,3.5,3.2
REV001075,PROD0012,Safari,4,positive,Best luggage for the price! build quality is outstanding.,2024-12-14,4.8,3.8,3.9,2.9,3.6,2.6
REV001076,PROD0012,Safari,2,negative,Customer service is bad and weight quality is poor.,2024-10-15,3.6,3.1,2.9,3.6,2.7,3.7
REV001077,PROD0012,Safari,1,negative,Very disappointed with the weight. Broke after first use.,2025-01-06,3.9,3.1,3.7,3.7,3.0,3.6
REV001078,PROD0012,Safari,2,negative,The zipper quality is terrible. Do not buy!,2025-01-17,3.7,2.9,3.7,3.6,2.7,2.8
REV001079,PROD0012,Safari,5,positive,"Used it for 3 trips, wheels still perfect.",2025-11-06,3.8,2.6,3.5,2.6,3.8,3.2
REV001080,PROD0012,Safari,5,positive,"Used it for 3 trips, spacious still perfect.",2025-04-15,4.0,3.2,2.9,2.9,2.6,2.7
REV001081,PROD0012,Safari,1,negative,Quality has gone down. weight is not as advertised.,2025-08-17,4.0,2.9,3.9,2.7,3.5,3.2
REV001082,PROD0012,Safari,5,positive,"Great wheels, exactly what I needed for my travels.",2025-10-24,4.4,3.8,2.9,2.8,3.8,3.4
REV001083,PROD0012,Safari,4,positive,"Ordered for Goa trip, spacious exceeded expectations.",2025-07-09,4.6,4.0,3.1,3.4,2.8,3.0
REV001084,PROD0012,Safari,5,positive,spacious is top notch. Will buy again.,2024-10-12,4.8,3.2,2.8,3.3,2.8,3.8
REV001085,PROD0012,Safari,4,positive,Superb wheels! My family loved it.,2025-04-15,3.8,2.7,3.4,3.6,2.7,2.8
REV001086,PROD0012,Safari,4,positive,The wheels works perfectly. Highly recommended!,2024-10-11,4.0,2.5,3.4,3.9,3.3,2.9
REV001087,PROD0012,Safari,3,neutral,Decent product overall. zipper quality is okay.,2024-09-27,4.2,3.3,2.9,3.7,2.8,3.9
REV001088,PROD0012,Safari,3,neutral,Not great not terrible. limited colors meets basic needs.,2025-08-10,3.8,4.0,2.9,2.9,3.6,3.6
REV001089,PROD0012,Safari,3,neutral,Good for occasional use. limited colors is acceptable.,2025-11-16,3.6,2.8,3.4,3.4,3.2,3.3
REV001090,PROD0012,Safari,3,neutral,Decent product overall. limited colors is okay.,2025-05-09,3.8,2.7,2.6,2.8,3.3,2.8
REV001091,PROD0012,Safari,4,positive,Really impressed with the durable material. Worth every rupee.,2024-08-13,4.6,3.2,3.5,3.4,3.5,3.6
REV001092,PROD0012,Safari,3,neutral,Okay product for the price. weight is standard.,2025-07-17,3.9,3.4,3.0,3.2,2.9,3.5
REV001093,PROD0012,Safari,4,positive,"Ordered for Goa trip, spacious exceeded expectations.",2025-04-16,4.3,3.4,2.7,3.6,2.8,2.5
REV001094,PROD0012,Safari,3,neutral,Not great not terrible. weight meets basic needs.,2024-10-26,3.7,2.6,3.1,3.0,3.9,3.2
REV001095,PROD0012,Safari,1,negative,zipper quality stopped working within a month. Waste of money.,2025-09-14,3.8,3.3,3.0,3.3,2.7,3.0
REV001096,PROD0012,Safari,1,negative,zipper quality stopped working within a month. Waste of money.,2025-05-04,4.6,3.7,3.8,3.4,2.7,3.9
REV001097,PROD0012,Safari,3,neutral,Not great not terrible. limited colors meets basic needs.,2024-05-31,4.7,2.9,3.9,3.2,3.8,3.0
REV001098,PROD0012,Safari,5,positive,"Used it for 3 trips, spacious still perfect.",2025-04-03,4.0,3.3,3.6,2.5,3.9,2.6
REV001099,PROD0012,Safari,4,positive,The spacious is excellent! Very happy with this purchase.,2024-12-19,4.7,2.8,3.5,2.9,3.7,2.5
REV001100,PROD0012,Safari,5,positive,The wheels works perfectly. Highly recommended!,2025-05-02,4.4,3.2,2.9,2.6,2.7,3.6
REV001101,PROD0012,Safari,3,neutral,Decent product overall. weight is okay.,2024-08-01,4.7,3.1,3.9,3.6,2.9,4.0
REV001102,PROD0012,Safari,1,negative,Returned the product. zipper quality was defective.,2025-12-18,3.9,3.1,3.9,2.7,2.7,3.6
REV001103,PROD0012,Safari,5,positive,Best luggage for the price! wheels is outstanding.,2025-10-27,3.9,2.8,2.6,2.9,3.4,3.6
REV001104,PROD0012,Safari,5,positive,"Great build quality, exactly what I needed for my travels.",2024-04-24,4.7,2.6,3.7,3.6,3.0,3.8
REV001105,PROD0012,Safari,3,neutral,Average quality. limited colors could be better.,2024-12-30,3.8,3.2,3.2,3.0,3.5,3.6
REV001106,PROD0012,Safari,4,positive,build quality is top notch. Will buy again.,2025-11-08,4.1,3.7,3.7,3.7,2.6,4.0
REV001107,PROD0012,Safari,5,positive,"Ordered for Goa trip, spacious exceeded expectations.",2026-02-27,4.2,3.4,3.5,3.6,3.3,4.0
REV001108,PROD0012,Safari,3,neutral,Okay product for the price. zipper quality is standard.,2024-10-03,4.8,2.6,3.9,3.4,4.0,3.6
REV001109,PROD0012,Safari,3,neutral,Not great not terrible. weight meets basic needs.,2025-01-14,4.2,3.8,3.6,3.5,2.6,3.5
REV001110,PROD0012,Safari,5,positive,Best luggage for the price! durable material is outstanding.,2026-03-10,3.9,3.4,3.1,2.5,3.0,2.7
REV001111,PROD0012,Safari,3,neutral,Good for occasional use. limited colors is acceptable.,2024-08-10,4.3,3.5,2.8,3.7,3.9,3.8
REV001112,PROD0012,Safari,1,negative,zipper quality stopped working within a month. Waste of money.,2025-09-19,4.0,2.7,3.3,3.9,2.6,2.7
REV001113,PROD0012,Safari,4,positive,The spacious works perfectly. Highly recommended!,2025-04-30,4.5,2.8,2.7,4.0,2.8,3.9
REV001114,PROD0012,Safari,3,neutral,Not great not terrible. zipper quality meets basic needs.,2026-03-04,3.7,3.9,2.5,3.8,3.8,2.8
REV001115,PROD0012,Safari,5,positive,The wheels works perfectly. Highly recommended!,2025-02-16,4.7,3.4,2.7,4.0,3.3,3.4
REV001116,PROD0012,Safari,1,negative,zipper quality broke during my very first trip. Very upset.,2025-08-29,4.6,3.0,4.0,3.1,2.8,2.6
REV001117,PROD0013,Safari,5,positive,"Used it for 3 trips, build quality still perfect.",2024-10-27,3.5,3.1,3.1,3.9,2.7,3.0
REV001118,PROD0013,Safari,4,positive,The spacious works perfectly. Highly recommended!,2025-01-11,5.0,2.6,3.5,3.1,3.2,3.9
REV001119,PROD0013,Safari,5,positive,The wheels works perfectly. Highly recommended!,2026-02-13,3.8,2.5,3.3,2.7,3.2,2.6
REV001120,PROD0013,Safari,4,positive,Amazing spacious for this price range. Value for money!,2024-05-24,4.4,3.7,3.1,2.8,3.3,2.7
REV001121,PROD0013,Safari,3,neutral,Good for occasional use. zipper quality is acceptable.,2024-05-16,4.8,2.7,2.7,3.2,3.0,3.4
REV001122,PROD0013,Safari,3,neutral,Good for occasional use. limited colors is acceptable.,2025-07-03,3.5,2.5,2.5,3.2,3.6,2.7
REV001123,PROD0013,Safari,5,positive,"Great wheels, exactly what I needed for my travels.",2024-07-27,3.7,3.0,2.8,3.1,2.6,4.0
REV001124,PROD0013,Safari,5,positive,"Great durable material, exactly what I needed for my travels.",2024-09-28,4.8,3.7,2.5,3.2,3.8,2.9
REV001125,PROD0013,Safari,5,positive,"Used it for 3 trips, build quality still perfect.",2024-07-11,4.2,3.7,3.4,2.7,3.3,3.7
REV001126,PROD0013,Safari,4,positive,Superb durable material! My family loved it.,2025-12-24,4.8,2.7,2.8,2.8,3.5,3.0
REV001127,PROD0013,Safari,3,neutral,Okay product for the price. limited colors is standard.,2024-05-16,4.3,4.0,2.9,3.8,3.0,3.1
REV001128,PROD0013,Safari,4,positive,The build quality works perfectly. Highly recommended!,2025-03-02,5.0,2.5,3.5,3.8,2.9,3.1
REV001129,PROD0013,Safari,5,positive,The spacious works perfectly. Highly recommended!,2024-11-21,4.4,3.7,3.4,3.2,2.8,3.4
REV001130,PROD0013,Safari,4,positive,Amazing spacious for this price range. Value for money!,2025-06-18,5.0,2.8,3.0,3.8,3.7,3.2
REV001131,PROD0013,Safari,5,positive,Really impressed with the spacious. Worth every rupee.,2024-10-16,4.7,3.1,2.5,3.3,2.6,4.0
REV001132,PROD0013,Safari,3,neutral,Good for occasional use. limited colors is acceptable.,2025-11-28,3.7,3.0,3.2,3.3,3.9,3.9
REV001133,PROD0013,Safari,3,neutral,Okay product for the price. weight is standard.,2025-09-26,3.8,3.8,2.8,2.5,3.6,3.0
REV001134,PROD0013,Safari,4,positive,"Ordered for Goa trip, build quality exceeded expectations.",2024-09-01,4.0,2.8,3.9,3.3,3.1,2.7
REV001135,PROD0013,Safari,4,positive,The durable material works perfectly. Highly recommended!,2025-10-27,3.9,3.9,3.9,2.9,3.9,4.0
REV001136,PROD0013,Safari,3,neutral,Average quality. weight could be better.,2024-12-07,4.6,2.9,2.6,3.6,3.5,2.8
REV001137,PROD0013,Safari,1,negative,Poor quality weight. Expected better for this price.,2026-01-30,3.7,3.7,3.6,3.7,3.9,2.9
REV001138,PROD0013,Safari,2,negative,limited colors stopped working within a month. Waste of money.,2025-02-24,3.9,3.0,2.8,3.9,2.7,3.1
REV001139,PROD0013,Safari,1,negative,Poor quality weight. Expected better for this price.,2025-09-02,4.5,3.6,2.5,2.7,3.0,2.7
REV001140,PROD0013,Safari,5,positive,Superb durable material! My family loved it.,2025-08-06,4.7,3.3,3.4,2.7,3.8,3.6
REV001141,PROD0013,Safari,2,negative,Regret buying this. weight is very bad.,2026-02-18,3.7,3.2,3.4,3.8,3.5,3.7
REV001142,PROD0013,Safari,1,negative,The zipper quality is terrible. Do not buy!,2024-10-12,5.0,3.4,3.4,3.0,3.8,3.5
REV001143,PROD0013,Safari,3,neutral,Decent product overall. weight is okay.,2025-01-13,4.5,3.8,2.9,3.6,2.9,2.9
REV001144,PROD0013,Safari,5,positive,Amazing spacious for this price range. Value for money!,2024-05-18,3.6,2.7,3.7,2.9,3.2,3.4
REV001145,PROD0013,Safari,1,negative,Not worth it at all. weight quality is disappointing.,2024-04-05,4.4,3.3,3.4,3.8,3.5,2.6
REV001146,PROD0013,Safari,4,positive,Really impressed with the build quality. Worth every rupee.,2024-08-19,5.0,2.9,3.4,3.6,3.4,3.7
REV001147,PROD0013,Safari,1,negative,limited colors broke during my very first trip. Very upset.,2025-04-10,4.8,3.4,3.3,3.9,3.7,3.4
REV001148,PROD0013,Safari,1,negative,Poor quality limited colors. Expected better for this price.,2025-08-22,3.5,3.9,2.6,3.9,3.7,3.6
REV001149,PROD0013,Safari,3,neutral,Good for occasional use. weight is acceptable.,2025-07-15,4.0,3.9,2.9,3.7,3.0,3.5
REV001150,PROD0013,Safari,4,positive,spacious is top notch. Will buy again.,2025-08-29,4.6,3.7,2.8,3.2,2.6,3.0
REV001151,PROD0013,Safari,4,positive,Really impressed with the spacious. Worth every rupee.,2025-05-11,4.9,2.6,3.1,3.4,3.5,3.6
REV001152,PROD0013,Safari,5,positive,"Used it for 3 trips, spacious still perfect.",2025-04-06,4.8,3.6,3.9,3.0,2.7,3.4
REV001153,PROD0013,Safari,3,neutral,Okay product for the price. limited colors is standard.,2024-04-13,3.9,3.3,2.8,3.4,2.6,2.6
REV001154,PROD0013,Safari,2,negative,Returned the product. zipper quality was defective.,2025-07-05,4.3,3.1,3.9,2.7,3.9,3.7
REV001155,PROD0013,Safari,3,neutral,Okay product for the price. limited colors is standard.,2025-06-04,5.0,3.0,2.8,3.7,2.9,2.7
REV001156,PROD0013,Safari,3,neutral,Average quality. weight could be better.,2026-03-05,4.7,4.0,2.9,2.8,3.5,2.8
REV001157,PROD0013,Safari,4,positive,"Used it for 3 trips, durable material still perfect.",2026-03-10,4.1,3.3,3.4,3.1,3.8,3.4
REV001158,PROD0013,Safari,5,positive,Superb spacious! My family loved it.,2025-07-07,4.1,3.0,3.9,2.9,3.3,2.6
REV001159,PROD0013,Safari,2,negative,Not worth it at all. zipper quality quality is disappointing.,2024-04-11,4.4,2.6,3.9,4.0,3.6,3.3
REV001160,PROD0013,Safari,4,positive,"Used it for 3 trips, wheels still perfect.",2025-04-09,3.9,3.8,3.2,3.2,3.4,2.6
REV001161,PROD0013,Safari,3,neutral,Not great not terrible. limited colors meets basic needs.,2026-03-09,4.3,2.6,3.0,3.8,2.7,3.5
REV001162,PROD0013,Safari,5,positive,The spacious is excellent! Very happy with this purchase.,2024-08-25,4.6,3.2,3.6,3.9,4.0,2.8
REV001163,PROD0013,Safari,5,positive,Best luggage for the price! wheels is outstanding.,2025-04-27,4.7,3.3,3.1,3.6,4.0,3.4
REV001164,PROD0013,Safari,3,neutral,Good for occasional use. zipper quality is acceptable.,2024-07-15,4.4,3.7,2.6,2.6,3.1,2.7
REV001165,PROD0013,Safari,4,positive,"Used it for 3 trips, build quality still perfect.",2025-09-27,4.6,3.0,2.6,3.1,3.6,3.5
REV001166,PROD0013,Safari,3,neutral,Not great not terrible. limited colors meets basic needs.,2025-03-06,3.7,3.0,2.6,3.0,3.6,3.8
REV001167,PROD0013,Safari,4,positive,The durable material works perfectly. Highly recommended!,2025-07-08,3.8,4.0,3.4,3.0,3.6,3.3
REV001168,PROD0013,Safari,4,positive,Amazing build quality for this price range. Value for money!,2024-09-07,3.6,2.5,4.0,2.5,3.0,3.0
REV001169,PROD0013,Safari,3,neutral,Good for occasional use. limited colors is acceptable.,2024-08-27,4.8,3.9,2.8,3.4,2.8,2.8
REV001170,PROD0013,Safari,4,positive,Best luggage for the price! spacious is outstanding.,2024-07-25,3.8,3.2,3.8,3.7,3.3,3.7
REV001171,PROD0013,Safari,4,positive,Superb build quality! My family loved it.,2024-09-27,4.9,2.7,3.5,3.4,2.8,2.6
REV001172,PROD0013,Safari,4,positive,"Used it for 3 trips, spacious still perfect.",2024-07-12,4.9,3.3,3.1,3.2,2.7,3.3
REV001173,PROD0013,Safari,5,positive,"Used it for 3 trips, wheels still perfect.",2025-11-07,3.8,3.1,3.0,3.9,3.9,3.7
REV001174,PROD0013,Safari,3,neutral,Decent product overall. limited colors is okay.,2024-04-06,4.8,2.6,3.5,3.9,3.3,3.6
REV001175,PROD0013,Safari,4,positive,"Great spacious, exactly what I needed for my travels.",2025-06-15,4.2,2.8,3.9,3.1,3.2,2.6
REV001176,PROD0013,Safari,4,positive,Best luggage for the price! durable material is outstanding.,2025-05-06,4.1,3.2,3.7,2.9,3.5,2.6
REV001177,PROD0013,Safari,3,neutral,Good for occasional use. zipper quality is acceptable.,2025-09-20,4.8,3.6,3.4,2.8,3.0,2.6
REV001178,PROD0013,Safari,5,positive,Amazing wheels for this price range. Value for money!,2025-03-02,4.9,2.6,3.7,3.8,3.6,3.3
REV001179,PROD0013,Safari,5,positive,The build quality works perfectly. Highly recommended!,2024-05-03,3.6,3.9,3.8,3.6,2.6,2.8
REV001180,PROD0013,Safari,4,positive,The durable material works perfectly. Highly recommended!,2026-02-13,4.9,2.7,2.9,3.9,3.5,3.9
REV001181,PROD0013,Safari,4,positive,Amazing wheels for this price range. Value for money!,2025-02-25,4.9,3.1,2.7,3.4,3.4,2.9
REV001182,PROD0013,Safari,3,neutral,Good for occasional use. limited colors is acceptable.,2024-05-04,3.8,3.8,3.6,2.9,3.5,3.1
REV001183,PROD0013,Safari,5,positive,Superb durable material! My family loved it.,2025-09-18,4.4,3.4,3.1,3.5,3.2,3.5
REV001184,PROD0013,Safari,4,positive,"Used it for 3 trips, wheels still perfect.",2025-12-03,3.6,3.3,2.8,3.6,3.9,3.6
REV001185,PROD0013,Safari,2,negative,Regret buying this. weight is very bad.,2024-09-28,4.8,2.9,3.6,3.1,3.8,2.8
REV001186,PROD0013,Safari,5,positive,"Ordered for Goa trip, wheels exceeded expectations.",2025-09-07,5.0,3.2,2.7,2.8,3.7,2.8
REV001187,PROD0013,Safari,1,negative,Quality has gone down. weight is not as advertised.,2025-07-27,4.1,3.6,3.2,3.7,3.5,3.3
REV001188,PROD0013,Safari,3,neutral,Good for occasional use. limited colors is acceptable.,2025-08-28,3.6,2.5,2.7,3.8,2.9,2.8
REV001189,PROD0013,Safari,4,positive,"Great durable material, exactly what I needed for my travels.",2025-02-24,4.9,3.3,2.8,3.4,3.0,3.6
